,income
37685,0
14276,0
30897,0
37931,0
47991,0
27083,0
46819,0
30952,0
27626,0
44241,0
14672,0
45782,0
43271,0
17420,0
34880,0
45984,0
18554,0
15649,0
45888,1
2172,0
4609,0
21809,0
16848,1
40816,0
29830,1
28931,0
22165,0
8113,1
35671,1
1275,1
14982,0
9990,0
5485,0
41323,0
26844,0
7722,0
39360,1
23898,0
19277,0
16305,0
40088,1
30912,0
18463,1
41356,0
11788,0
2428,0
35647,0
21694,0
11173,0
1085,0
46254,0
16037,0
25669,0
5924,0
8835,0
37301,0
47503,0
488,0
15282,0
14485,0
17563,1
19269,0
1209,0
44381,0
33964,0
28992,0
43914,1
447,0
30317,0
2490,0
45667,0
38034,0
41554,0
15887,1
11700,0
39879,0
45296,0
37549,1
1878,0
45650,1
4314,0
32406,0
41487,1
45806,0
45229,0
10729,1
35740,0
2660,1
3709,0
35864,0
32609,0
38170,0
35595,0
19033,0
30126,0
18909,0
15286,0
23995,1
12769,0
20724,0
29476,0
22778,0
17722,0
48759,0
2806,0
18586,1
48814,0
6126,0
45538,1
25161,0
21054,0
32876,1
10030,0
7166,0
35557,0
20435,1
43186,1
10021,0
47861,0
22373,0
25912,0
46947,0
33163,0
40133,0
11515,0
12348,1
5985,1
526,1
25502,0
48790,0
554,1
18994,0
16457,1
1089,0
33065,0
23288,0
27081,0
43617,0
31556,0
37123,0
23379,0
42375,1
17181,1
22743,0
38497,1
47005,0
47239,1
12720,0
21953,0
24882,0
35129,0
33874,0
23782,1
14622,0
35856,1
38978,0
41918,0
34625,0
26718,0
46753,0
22808,0
35887,0
43354,0
26832,1
28769,0
18688,0
44758,0
31181,0
5334,0
54,0
32094,0
48805,1
35667,0
45466,0
3523,1
3930,0
6335,0
28757,0
20153,0
3404,0
24650,0
9342,1
9525,0
46530,0
46443,1
27732,0
21096,0
16453,0
27915,0
12494,0
25335,1
34583,1
27805,1
14298,0
41409,0
47789,0
42727,0
36154,0
1305,1
33440,1
11962,1
11471,0
7135,0
782,1
1377,0
41130,0
2679,0
48539,0
33884,1
45606,0
12842,0
47522,0
7061,0
38568,0
23872,1
34015,0
41572,0
374,0
33871,0
38542,0
46568,0
11676,0
971,0
14287,0
27787,0
9400,0
15359,0
11120,0
5323,0
36680,0
35998,0
20017,0
2717,0
41435,0
25570,0
32963,0
38189,0
33727,0
17999,0
16492,1
27911,0
58,0
39488,1
23294,0
17209,1
12063,0
17337,1
6999,0
12649,0
30087,0
38425,0
2475,0
38776,0
4225,0
4017,0
36470,0
35574,0
36797,0
44085,0
6609,1
8259,0
4218,0
24305,0
45993,0
1418,1
22483,0
20856,0
38539,0
19773,0
15404,0
37393,0
48144,0
8016,0
45951,0
11983,0
36632,1
45625,0
29411,1
36588,0
37902,0
13822,0
3562,0
1997,0
36684,0
27607,0
27021,0
19846,0
10429,1
11431,0
12692,0
30313,0
37798,1
7343,1
3715,0
35277,1
20745,0
13633,0
2689,0
39255,0
37854,0
45621,0
6605,0
24288,0
3836,1
15631,1
39778,1
20975,0
16026,0
18203,1
33310,0
30916,0
23434,0
22252,1
3837,0
35826,0
41155,0
33716,0
36999,0
46338,0
39600,1
11589,0
28598,0
415,1
32248,0
12976,0
15101,1
15249,0
41193,0
39254,0
39495,0
36050,1
6373,1
17923,0
37100,1
42642,0
9995,1
2760,0
44947,0
23323,0
6391,1
13872,0
12139,1
11842,1
25287,1
18182,0
10088,0
17670,0
24043,0
18599,0
13196,0
36712,0
41619,0
42134,0
6877,0
12258,1
9255,0
40538,0
27165,1
4155,0
31082,1
5296,0
17006,0
31088,0
20025,1
44775,0
6542,0
45337,1
45748,0
14304,0
28275,0
48291,0
28925,1
4333,0
36150,0
36428,0
44499,0
11940,0
22799,0
34406,0
43081,0
43107,1
18470,0
13696,0
9431,0
37990,1
36820,0
33254,0
43362,0
4730,0
42322,0
3758,1
37315,0
21740,0
4048,0
6248,0
33584,0
30000,0
24370,0
32634,0
1886,0
34641,0
33257,0
25904,1
13689,0
26458,0
11331,0
9680,0
47568,0
37666,0
27038,0
6617,0
39103,1
1290,0
6288,0
45618,0
56,0
37961,1
40247,1
13722,1
13787,1
38291,0
14590,0
46858,0
27744,0
48235,1
40385,0
28694,0
46914,0
33668,0
16098,0
18100,0
31516,1
26676,0
19011,0
24326,0
10552,0
11643,0
19980,0
44559,0
5432,0
26622,0
22061,0
36607,0
48354,0
46788,0
32691,0
10145,1
35316,0
33124,0
21521,0
43740,0
8677,0
48405,0
18936,0
18843,0
5711,1
19782,0
5226,0
21025,0
22775,0
44482,0
32883,0
643,1
39841,1
5587,0
48791,0
27206,0
7050,0
10935,1
5843,0
29660,0
43233,1
16197,0
12846,0
13576,0
26485,0
31761,1
41524,0
48810,0
6283,0
39536,1
40140,0
11830,0
7168,0
1969,1
5731,0
26059,0
4566,1
20861,0
25455,0
26153,0
18251,1
4032,1
23205,1
9494,0
44898,0
33866,0
35978,0
2564,0
1037,0
980,0
30924,0
15765,0
15757,1
31084,1
18820,0
47083,0
26755,0
43364,0
30894,0
32205,0
4731,0
32014,0
26721,0
30690,1
34397,0
36768,0
26467,1
10470,0
15645,0
21286,0
21358,1
16283,1
10776,1
8658,0
14857,0
5479,1
36453,0
10451,0
15487,1
37202,0
21582,1
22491,1
14432,0
25684,0
22913,1
40050,1
46074,0
40566,0
28444,0
45629,1
48677,0
48636,0
32659,1
31500,0
6406,1
4727,1
20854,1
42676,0
35885,1
46306,1
6956,0
29661,0
18567,0
44711,0
24754,0
25864,0
27477,0
20929,1
6970,0
17741,1
47151,1
29715,0
46251,0
19205,0
22053,0
18071,0
35781,0
43037,1
19985,0
23114,0
30131,0
45445,0
15122,0
1178,0
24991,0
1096,0
7192,0
9768,0
20955,0
24879,0
32335,0
41975,0
15811,0
43163,0
6731,0
48355,0
37042,0
14004,1
11729,0
33624,0
43964,0
36215,0
14557,0
13311,0
27975,0
39812,0
14218,0
4393,0
35890,0
38627,0
43928,1
31136,1
32123,1
28735,1
20761,1
23626,0
45028,0
8926,0
20820,1
47270,0
3814,0
32674,0
8621,0
27860,0
22777,0
33192,0
16778,1
29651,0
26000,0
3958,1
11828,0
1721,0
9317,0
5264,1
30187,0
5018,0
39892,0
33726,0
20826,0
29385,0
3713,0
39427,0
18090,0
47152,0
28107,1
5327,1
40461,0
33000,1
24866,1
6087,0
974,0
27859,1
20100,0
10256,0
21429,1
48506,0
32764,0
41757,0
24993,1
11917,0
37255,0
32966,0
24950,0
18026,0
22212,0
3434,0
27112,1
30172,0
7568,0
28133,0
26498,1
4200,0
20070,1
13416,1
39884,1
30241,0
19096,0
39128,0
9849,0
46612,0
46710,1
23770,0
9143,0
36562,0
31710,0
9508,0
44600,1
12831,1
22446,0
37900,0
22046,1
40950,0
37143,0
3014,1
5878,0
21749,0
11999,1
25749,1
28627,0
32151,0
2686,0
38490,0
8918,1
2201,0
36816,0
38656,0
39318,1
48140,1
36496,1
37566,0
8522,0
1492,1
25403,0
31636,0
28638,0
13716,0
7780,0
6907,0
19828,0
34579,0
35573,0
45889,1
4385,0
14154,1
8358,0
14159,0
13626,0
30166,0
8396,0
34019,0
8289,0
36266,0
8291,0
1772,1
35672,0
44334,0
40390,0
280,0
46691,0
41893,0
7278,0
30381,0
19180,0
36963,0
12278,0
38679,0
28384,0
20624,0
23570,1
7477,0
31903,1
29351,1
18004,1
35195,0
34926,0
27702,0
31997,1
22573,1
35900,0
33891,1
23592,1
19979,0
44742,0
10529,1
33492,0
10118,1
32073,0
2370,0
756,1
15618,1
18601,0
35946,0
44900,0
7445,0
25197,0
35801,1
30015,0
25051,0
18476,0
12848,0
35325,0
2711,0
22917,0
39463,1
888,0
24511,1
32689,1
343,0
41039,0
1333,0
19917,0
17078,0
38633,1
25598,0
24273,0
2483,0
19728,0
2080,0
17397,1
38601,0
27065,0
10803,0
11008,0
4719,0
23220,0
40714,0
23948,0
29244,0
25895,0
22216,0
8141,0
10292,0
41611,0
43932,1
18565,0
44177,0
19400,0
10631,0
34420,0
32783,0
17535,0
10684,0
44669,0
25292,0
43459,1
7358,0
8662,0
15798,0
12109,1
8213,1
15866,0
11298,0
20429,0
14406,1
21851,0
30043,1
42443,0
12184,0
29606,0
3184,1
31173,0
815,0
9797,0
21765,0
13377,1
17234,0
19809,1
16575,0
34082,0
13480,1
35335,0
25617,0
7585,0
27766,0
28198,0
1915,1
34565,1
3499,0
8429,0
29766,0
34598,0
42912,1
8613,1
31985,0
28842,0
21688,0
6509,0
17017,1
46078,1
20562,0
43852,0
6924,1
22175,0
16898,0
15319,0
27173,0
34819,0
11622,0
33251,1
5052,0
38429,0
17700,1
37911,0
26927,0
12568,1
40302,1
17150,0
32027,1
9043,0
19352,0
35921,0
6306,0
21247,0
5389,0
8204,0
11767,0
47041,1
22160,0
38629,0
13896,1
26932,0
29367,0
48498,1
4505,0
33228,0
11948,0
13798,0
11877,1
42056,0
13167,0
30875,0
41949,0
21554,1
14694,0
29095,0
12587,0
1221,0
44988,1
5099,1
19679,0
34362,0
43851,1
7738,0
15844,0
8831,0
11157,1
19416,1
47395,0
3369,0
34835,1
13644,1
45956,0
32524,0
3542,0
45913,0
8695,0
1199,0
20315,0
48131,0
7893,1
13807,0
13820,0
22873,0
44793,1
9151,0
13190,0
26782,0
11065,0
987,0
10128,0
21860,0
35248,0
22124,0
25616,0
6033,0
33904,1
35390,0
3727,1
16349,0
37833,0
19433,0
21415,0
13824,0
29942,0
13429,0
31814,0
28089,0
33288,0
11857,1
46828,1
32309,0
3754,1
41218,0
38954,1
10782,0
28292,0
23539,0
17381,0
28381,0
16164,1
34463,1
2323,0
41196,0
41429,0
5728,1
25654,0
13963,1
13690,0
44623,1
20214,0
23344,1
6668,0
23614,0
13162,0
2938,0
5304,0
46461,0
32353,0
21976,1
40388,0
19072,1
25017,0
672,0
46357,0
25188,0
28681,0
25941,0
36380,1
39500,1
24311,0
7057,0
37459,0
4490,0
11923,0
1090,1
35330,0
2123,0
46420,1
3341,0
42466,1
29311,0
8691,1
34201,0
46255,0
12537,0
2317,0
35858,0
1839,0
46196,1
12903,1
24418,0
46498,0
30650,0
15625,0
7292,0
25706,0
21612,0
36386,0
38047,0
43014,0
18234,1
8199,0
46848,0
47221,1
829,0
32637,0
20339,0
2157,1
29926,0
24187,0
26952,0
7282,0
36514,0
7008,0
39999,0
4668,0
25424,1
42513,0
39265,1
9537,0
610,0
16135,0
38093,0
3128,0
30383,1
46926,0
31558,0
13411,0
22760,0
7390,0
34635,0
10522,0
15968,1
35804,0
20666,0
29408,0
31655,1
27151,0
14198,0
41494,0
15146,1
12710,0
14222,0
25515,0
599,0
26627,1
47626,0
48359,0
31042,1
2389,0
40443,0
11324,0
34121,1
3117,0
11126,1
16818,1
20109,0
18345,0
23018,1
30861,0
1280,0
5838,0
41895,1
22186,0
3153,1
5377,1
23965,1
38690,0
1734,0
40155,0
41137,0
31692,0
39430,1
24419,1
38587,0
23605,0
7688,0
15052,0
46415,0
35579,0
2218,0
36961,0
26722,0
14247,0
47534,0
46359,1
20320,0
5091,0
4614,0
21360,0
45259,0
9919,0
35935,0
47970,0
24435,1
33245,0
18709,1
12893,0
1080,0
34280,1
46773,0
2746,0
22048,0
36169,1
43330,0
28532,0
22654,0
38154,0
10969,0
32551,0
21401,1
10356,1
24242,0
21149,0
6488,0
47090,0
34796,1
36128,0
27995,0
28151,0
15397,0
23218,0
27536,0
39364,0
7920,0
38521,0
22308,0
226,0
11188,0
1513,0
12821,0
21773,0
27505,0
16419,0
29521,0
37958,0
27984,0
8497,1
15995,0
12727,0
6830,0
35795,0
25746,0
18869,0
24724,0
43276,1
26221,0
32772,0
12548,0
34777,1
24848,0
18533,0
30930,0
10346,0
37952,0
31166,0
29561,0
38085,1
1977,0
4509,0
9045,0
40329,0
26070,0
2222,0
3704,0
1437,1
35041,1
29060,1
40297,0
47520,0
32486,0
28806,0
10754,1
7743,0
34544,0
20422,1
11291,0
15002,0
40239,0
47410,0
4323,0
7243,0
36352,0
10723,0
27238,0
18740,0
34562,0
4058,1
12601,0
29039,1
31662,0
22680,0
14236,1
999,1
48001,0
35937,1
34084,0
25067,0
27262,0
25477,0
39811,0
39362,0
19065,0
16534,0
8312,0
26268,1
47545,0
18060,0
47304,1
10746,0
1807,0
25170,0
27046,0
43734,0
20412,0
27941,0
5972,0
25789,1
28423,0
21896,0
29122,0
5597,0
37726,1
8591,0
46698,1
450,0
24314,0
18408,1
31842,1
36978,0
31468,1
3181,0
34686,0
20383,0
43342,0
6633,1
25204,0
4209,0
633,1
44800,0
37336,0
25179,0
44840,1
366,0
22764,0
32879,1
23309,0
41092,0
39932,0
27181,0
40746,0
32024,1
44050,0
45673,0
48732,0
6693,0
828,0
31580,1
39622,1
37928,1
28701,0
28635,0
13238,1
27167,0
41302,0
8610,1
320,0
28554,0
39794,0
20792,0
43866,1
10876,0
40819,0
31413,0
16208,0
3851,0
9560,0
44897,0
24209,1
39055,0
12373,0
23574,0
38371,1
15207,0
11022,0
2800,1
4271,1
21852,0
11833,0
26448,0
10049,0
31308,0
4869,0
36634,0
33013,1
16128,0
43051,1
48148,1
2814,0
29864,0
3297,1
22767,1
32354,0
4236,0
13327,0
21707,0
37194,0
37808,1
42828,1
7137,0
6767,0
15424,0
39710,0
19108,0
7732,1
43055,0
17747,1
14187,0
17349,0
7486,0
5034,0
35412,1
43857,0
389,0
38571,0
2961,0
25638,0
33083,0
21446,0
11231,0
21214,1
26008,0
3762,0
45872,0
47548,1
3503,0
16502,1
12698,0
12227,0
41382,0
13156,0
37562,0
23221,0
48504,0
35288,0
5436,1
34758,1
1031,0
15115,0
22157,0
35706,0
22716,1
29129,0
15527,0
46446,0
45334,0
16080,0
41277,1
47232,1
2373,0
42600,0
11670,0
5259,0
27708,0
21808,0
4338,1
38368,1
36343,0
9981,0
16497,0
29155,0
15912,0
29676,1
32976,1
45209,0
17878,0
17765,0
41946,1
31712,0
15113,0
36730,0
15334,1
31798,0
31752,1
242,0
21303,0
36594,0
26777,0
6347,0
40128,1
41301,1
950,1
2673,0
17165,0
13169,0
28941,0
38020,0
19201,0
6753,0
30340,0
35615,0
41557,1
23472,0
46053,0
10568,0
36195,0
24306,1
2164,1
40840,0
33304,0
45665,0
22683,0
20275,0
19341,1
6414,1
33837,0
44410,0
45935,1
31100,0
37674,0
30686,0
35631,0
44132,0
34093,0
32949,0
33959,0
35260,1
28221,0
39585,1
47608,0
36408,0
47362,1
19796,0
41258,0
31051,0
42228,0
5810,0
38840,1
33810,1
17998,0
24131,1
11517,0
12569,0
43120,0
30169,0
12826,0
44059,0
28360,0
6801,0
25423,1
7377,1
37399,1
39753,0
7285,1
28804,0
26526,1
37965,1
38410,0
39375,1
42049,1
1228,0
29248,1
31420,1
40362,0
12502,0
44467,0
44682,0
20555,1
510,0
46021,0
42149,0
37166,0
3037,0
7994,0
37654,1
11500,0
17516,0
11458,0
7566,0
2183,0
37227,0
23659,0
13712,0
13704,0
612,0
46992,0
30040,0
4363,0
48030,0
7311,0
30388,0
1870,0
48143,0
42433,0
7083,1
19254,1
521,1
25233,0
32028,1
28834,0
16490,0
19369,1
16963,0
41034,0
11489,0
47086,0
3848,1
26547,0
6938,0
3910,0
18678,1
12677,1
35052,1
35996,1
15704,0
44719,0
32437,0
3072,0
6029,0
17553,0
24213,0
6296,0
36831,1
42800,0
6870,1
33729,0
4400,0
42166,0
1321,0
5601,1
40318,0
32497,0
24600,1
16159,0
45751,0
5685,1
3856,0
28237,0
39218,0
34605,1
7632,0
20268,1
16156,0
12539,1
35465,0
8208,1
36673,0
25930,0
21528,0
39791,0
22095,0
31706,0
41866,0
34825,0
44401,1
36139,0
26141,0
28778,1
35540,0
43859,0
34977,0
7957,0
23238,0
29851,0
20546,1
23871,0
45189,0
44657,1
38045,0
5560,1
26977,1
1883,0
19577,1
37772,1
33886,0
44264,0
19517,0
29624,0
5763,0
43870,1
21044,1
43843,0
23745,1
23559,0
20181,0
39618,0
12832,1
7066,0
12954,0
5671,0
9099,0
5191,0
33823,0
45430,0
7437,0
33636,1
47284,0
26179,0
11115,0
40268,0
23906,0
47567,0
19855,0
5512,0
36661,0
2079,0
28974,0
18393,1
27649,0
5086,0
47735,0
43814,0
41995,0
42552,0
43896,1
22076,0
29072,0
44845,0
3075,0
23253,0
5118,0
12968,0
16447,0
24644,0
34743,0
32947,0
35961,0
31419,0
5759,0
39384,0
2162,0
39714,0
42596,0
10341,0
7845,0
40458,1
45812,1
44049,1
21047,0
47222,0
13188,0
10850,0
24276,0
6866,0
4819,0
42339,0
43761,0
23113,0
29087,1
26108,0
25766,1
7015,0
20812,0
48730,0
12092,1
13863,0
24189,0
7966,1
32952,0
17804,1
31990,1
11696,0
31371,0
37612,1
16549,0
2526,0
41398,0
30743,0
3160,0
26634,0
28226,0
5756,1
40812,0
42296,0
94,1
16298,0
26449,0
38009,0
36345,0
13313,0
10113,0
28101,0
3234,0
40178,0
17070,0
36718,0
12338,1
19748,0
15405,0
15744,1
37780,0
30590,1
33201,0
47236,0
34991,0
26524,1
43520,0
25939,0
17798,0
28904,0
46839,1
7240,0
14055,0
28774,0
5135,0
39200,0
20862,1
38961,0
10059,0
26176,0
27359,0
24586,0
13835,0
26024,0
34355,0
25018,0
20057,1
1167,0
15523,0
6502,0
46561,1
16073,0
38953,0
19838,0
25319,1
6891,0
19842,1
15072,0
30661,1
8307,0
3849,0
16469,0
31900,0
12317,1
14829,0
12318,0
29395,0
34230,0
32117,1
25125,0
20311,1
4637,0
18612,1
22398,1
22050,1
47896,0
44651,0
31302,1
20221,0
41829,0
17147,0
46728,0
38233,0
26490,1
40347,0
35413,0
21326,0
6952,0
23319,1
17179,1
154,1
47382,0
47948,0
9938,0
36819,0
13664,0
20696,0
39198,0
26378,0
16606,0
22013,0
7334,0
23435,0
13485,0
37880,1
644,0
39733,0
8681,0
6152,0
48041,0
28064,1
82,0
46017,0
31182,1
719,1
9528,0
48017,0
31724,0
30004,0
14325,0
39501,0
3551,0
45484,1
25102,0
37418,1
44239,0
29145,1
47642,0
15584,0
2834,0
19935,0
16916,0
10158,0
10650,0
30268,0
1398,0
19095,0
10871,0
29808,0
36681,0
32200,0
1516,1
42085,1
13746,0
30626,1
4647,0
28543,1
2295,0
45084,0
12069,0
27252,0
31589,0
12791,0
41275,0
19154,1
19438,1
4062,0
45906,0
26017,1
40568,0
47913,0
22639,0
32204,0
40777,0
2956,1
26822,1
47434,0
1726,1
18755,0
28642,1
40024,0
18011,0
5975,0
40093,0
22823,0
19008,0
14092,0
20729,0
8196,0
11807,1
46234,0
40739,0
16734,0
35107,0
22500,0
23652,0
16078,1
8400,1
12138,0
31386,0
21427,1
27987,0
22970,1
6898,0
37441,0
17626,1
43297,1
39525,1
29909,1
26667,0
17979,0
45765,1
14730,0
32815,0
37211,0
28520,0
12222,0
25487,0
48103,0
15792,0
40142,0
18536,1
26859,0
48638,0
9643,0
18118,0
44500,0
37317,0
1936,0
3226,0
12335,0
11982,0
22566,0
28050,1
43308,1
27000,0
9744,0
19038,0
27662,1
31470,0
5854,0
22313,0
43278,0
2671,0
24515,0
23961,1
31489,1
34342,0
7047,1
29552,0
9685,0
24078,0
30589,0
41973,1
37092,1
15134,0
17917,0
34848,0
40593,0
887,0
36870,0
4650,0
11019,0
8647,0
7089,0
38974,0
38834,0
2563,0
1195,0
3302,0
48682,0
41811,0
30326,0
41225,0
14802,1
14710,0
3916,0
1888,0
43599,0
22386,0
26030,0
39885,0
32683,0
11860,0
26787,0
25340,0
24624,0
8958,0
12298,0
11855,0
39972,0
47860,0
20686,0
3482,0
39871,0
17579,0
34804,1
43628,0
18830,0
23203,0
33432,0
21588,1
5504,0
38991,0
33314,0
11245,1
25132,0
2918,0
4628,0
7082,1
40280,0
17312,0
1739,0
38677,0
14067,0
31571,0
42054,0
13373,0
18130,0
11395,0
39907,1
31954,0
3092,0
24565,1
48287,0
6786,0
36045,0
18695,1
2900,1
21798,0
32402,1
44648,0
17344,0
37546,0
21523,1
31274,1
18495,0
11953,0
22744,0
12442,1
22128,1
46311,0
37024,1
24045,0
43604,0
2579,0
40201,0
15326,0
48388,0
17717,1
17061,0
45743,0
7710,0
28355,0
16052,1
44152,0
6832,0
10879,1
21498,0
25324,1
29055,1
102,0
3769,0
47345,0
11106,0
4212,0
27918,0
33673,1
40692,0
40656,0
19340,0
21220,0
15215,0
21274,1
45417,0
36434,0
47993,0
14539,1
789,0
6124,1
2891,0
12971,0
40575,0
37115,0
10237,1
4269,0
29490,0
5902,0
38301,0
6197,1
11427,0
421,0
4688,0
7254,0
38820,0
11843,0
36884,0
26183,0
3080,1
46381,1
44165,0
34996,0
23255,1
31503,1
1991,0
2017,0
5549,0
46647,1
38621,0
3684,0
43705,1
39898,0
10958,1
5225,0
41495,0
43487,0
44583,0
22065,0
42370,0
13054,0
46485,0
2091,0
24617,0
36323,1
13018,0
19931,1
22083,0
18454,0
48093,0
23724,0
47138,0
43562,0
33684,0
10528,1
12618,0
11565,0
39013,0
10225,0
41633,1
27724,1
26912,0
34331,0
46026,0
26798,0
44159,1
28536,1
36998,1
10460,0
38450,0
21343,0
28545,1
6816,1
26939,0
28581,0
19944,1
45515,0
7914,1
18186,0
27312,0
24207,0
21488,0
29927,0
21204,0
5390,0
27563,0
3034,0
26527,0
37835,0
29322,1
21143,0
33799,1
37938,1
14758,0
17219,0
2543,0
39643,0
10582,1
26267,0
17943,0
44494,1
33208,0
11148,0
20305,1
1307,0
8541,1
2743,0
14467,0
19136,0
19788,0
27875,0
576,0
32336,0
9425,1
34052,0
17712,0
24077,0
14959,0
36221,0
18777,1
43306,0
40138,0
22843,0
15454,0
44222,0
13557,0
23681,1
30399,0
23503,0
18178,0
31002,0
14416,0
11172,0
11524,0
8752,0
33507,0
47321,0
41742,0
1372,0
10261,0
37702,1
337,0
17419,0
10910,1
21543,0
33011,0
39556,0
7110,1
2619,0
13718,0
44004,1
45040,0
9187,1
30578,1
39114,0
31466,0
17109,0
30322,0
35518,0
10278,0
36811,0
35966,1
24135,0
41440,1
18867,0
6808,0
9409,0
36119,0
33158,0
42387,0
14871,1
23886,0
36810,0
28766,0
18320,0
10514,0
18795,0
33546,0
3490,0
15262,0
28643,0
12941,0
18009,1
22630,1
9694,0
45478,1
12675,0
15772,0
36466,0
18874,0
2847,0
32954,0
43222,0
28934,0
27186,0
36502,0
24548,0
11306,0
23667,0
5535,0
10089,0
12513,0
19252,1
21545,0
2396,1
29642,1
6049,0
47932,0
18898,1
3787,0
9441,0
5372,0
830,0
13700,0
23902,0
48074,0
16292,0
38709,1
7170,0
10878,0
9294,0
45496,0
44472,0
28582,0
18111,1
32532,1
28494,0
42670,0
29261,1
39586,0
44375,0
11668,0
1767,0
46630,0
45873,0
34048,0
43689,0
28855,0
44144,1
35537,1
41282,0
11623,0
41493,0
34285,0
37626,0
2501,0
42871,0
48285,0
983,0
601,0
39426,1
22887,0
32257,0
37267,0
18801,0
16825,0
15395,0
34578,0
37597,0
24446,0
41600,0
42319,1
27026,0
11119,0
32729,0
48174,0
13494,0
43812,0
10891,1
2949,0
24739,0
4368,1
33550,0
22400,0
17079,1
31956,0
23958,1
15129,0
21936,0
46285,0
48115,0
25743,1
15607,0
31784,0
2223,0
25094,0
27424,0
2287,1
45424,0
36205,0
32669,0
13918,0
28688,0
10468,0
47140,0
18559,0
19328,0
1729,0
219,0
40053,1
26616,0
42936,0
28535,0
17711,0
45192,0
28215,0
17806,0
26928,0
15826,0
45391,0
559,0
44685,1
27594,0
23707,0
36173,0
20878,0
9465,1
41993,0
33025,0
5983,0
37113,0
12829,0
25538,0
9139,0
37135,0
32228,1
45472,0
42623,0
16533,0
7428,0
12301,1
29738,0
41008,0
47495,0
9975,0
14522,0
28333,0
15370,1
26308,0
41433,0
23460,1
27948,1
21375,1
4811,0
2737,0
33230,0
12124,0
11888,0
3971,0
29628,0
15827,0
3425,0
24494,0
16514,0
43634,0
4587,0
4837,0
21583,0
35030,0
27706,0
1367,0
16143,0
2899,0
465,0
16626,0
1247,0
12248,1
1856,0
262,0
39002,0
22038,0
47547,0
41712,0
7543,1
30152,1
17345,0
661,0
38718,0
16308,0
25622,1
6055,0
30853,0
7830,1
5134,0
25885,1
15105,1
48538,0
8661,0
27464,1
1376,0
9572,0
45051,0
33848,0
42086,1
151,0
34290,0
13455,1
33174,0
31566,0
2582,0
41840,1
2604,0
11919,1
1269,0
35381,0
11353,0
38439,0
38966,0
30477,1
11899,0
32115,1
7532,1
5172,1
21671,0
8428,0
12988,0
3388,1
20733,0
13603,0
12045,0
21676,0
29806,1
41054,0
21183,0
39347,0
20440,0
22736,0
24954,0
29161,0
48809,0
30232,0
3881,0
35732,0
45011,1
48501,0
44488,0
24509,0
48040,0
19598,0
10590,1
28584,0
3076,0
43176,0
39722,1
12018,1
40999,0
34924,0
34392,1
39670,0
35304,0
41373,0
19518,0
18880,0
8453,0
41733,0
25454,0
13886,0
8437,1
11614,0
11378,0
34120,0
42341,1
41311,0
42662,1
34538,0
35300,0
44614,0
28301,1
6188,0
15245,0
30763,0
12423,0
39286,0
24704,0
41862,0
6682,0
37319,0
42595,1
40117,0
8331,0
7736,0
36473,0
23778,0
32361,0
169,0
9969,0
24823,0
19711,0
4845,0
15862,0
23382,1
34855,1
38972,0
43236,1
43766,1
16821,0
20212,1
12573,1
21615,0
12452,1
20557,1
6464,0
5551,0
32456,0
20123,0
23640,0
23478,0
26208,0
9655,0
1474,0
10796,0
34282,0
38511,0
38289,1
28563,1
20038,0
11774,0
34961,0
1946,0
31922,0
3453,0
11281,0
42470,1
44929,0
37598,1
38616,0
31591,1
5050,0
26893,0
6100,0
36208,0
44887,0
27777,0
42568,0
19445,1
32351,0
22257,1
23890,1
14022,1
30735,1
34792,0
460,0
29277,0
6771,0
17780,0
27095,0
27545,0
21437,0
6886,0
27845,0
38400,1
45283,1
470,1
31268,0
7748,0
16487,0
40571,1
8320,0
30597,0
15525,0
925,0
239,0
41480,0
12396,0
44070,0
11935,0
48549,0
1758,0
39383,1
14721,0
25445,0
4806,1
973,0
36175,0
29103,1
4801,0
42110,0
32452,0
23234,0
31464,0
42729,0
45381,0
28503,0
38418,0
2570,1
10832,0
47607,1
15574,0
27485,0
567,0
10817,0
40099,0
8802,0
7299,1
2024,0
41383,0
40328,0
10883,0
38544,0
24214,0
41340,0
29529,0
32182,0
15979,0
11440,0
38083,1
45046,1
785,0
7980,0
18176,0
28755,1
3429,0
29569,0
21519,0
35555,0
27635,1
28297,0
19082,0
13124,0
41030,0
33183,0
29053,1
25859,1
41197,0
43259,0
8877,0
2423,0
38051,0
26955,0
29612,0
13477,0
42831,0
30762,0
39915,0
38394,0
10336,0
28837,0
18970,0
35567,0
9786,0
20553,0
19892,0
40168,0
33961,1
34271,0
42012,1
5220,1
8002,1
27892,1
7524,0
23040,1
31276,0
38749,0
14193,0
30941,1
34967,0
46048,0
15932,1
18023,0
25893,1
6537,1
21924,0
10795,0
21877,0
13940,0
42780,0
28767,0
23848,0
27768,0
18003,0
5901,0
1073,1
38129,1
42560,1
29219,0
34692,0
15816,0
32832,1
17756,1
31497,0
30835,1
40098,0
142,0
18280,0
11475,0
10535,1
34887,0
24374,0
10759,1
15027,0
13709,0
377,0
15094,0
8340,1
19212,0
21188,1
5269,1
5180,0
26803,1
1953,0
41144,1
46627,1
4324,0
3976,0
37663,0
20962,0
27775,0
11388,0
24463,0
37730,0
21987,0
28132,0
22129,1
16437,0
45102,0
38276,0
26929,1
6723,0
19730,0
34963,1
31721,0
43830,0
43973,0
8998,0
31969,0
17574,0
2008,0
22987,1
8582,0
23818,0
19545,0
24421,0
46512,0
45179,1
16858,0
13168,0
38634,0
42343,1
37877,1
7717,0
20353,1
5221,0
